ifInOctets11_diff,ifOutOctets11_diff,ifInUcastPkts11_diff,ifOutUcastPkts11_diff,tcpOutRsts_diff,tcpInSegs_diff,tcpOutSegs_diff,tcpPassiveOpens_diff,tcpRetransSegs_diff,tcpCurrEstab_diff,tcpActiveOpens_diff,udpInDatagrams_diff,udpOutDatagrams_diff,udpNoPorts_diff,ipInReceives_diff,ipInDelivers_diff,ipOutRequests_diff,icmpInMsgs_diff,icmpOutMsgs_diff,icmpOutDestUnreachs_diff,icmpInEchos_diff,icmpOutEchoReps_diff,class
12646,12773,61,55,0,17,18,0,0,-1,0,71,71,0,89,89,100,0,0,0,0,0,normal
19464,27896,85,82,0,47,52,0,2,1,1,126,76,0,105,105,99,0,0,0,0,0,normal
7239,10556,39,40,0,19,21,0,0,0,0,74,78,0,107,107,110,0,0,0,0,0,normal
46108,87706,149,142,0,42,48,0,0,0,0,114,111,0,226,226,215,0,0,0,0,0,normal
746083,53391,706,429,0,557,556,0,0,0,0,101,48,0,639,639,622,0,0,0,0,0,normal
1207542,35529,1026,373,0,279,266,0,0,0,1,101,57,0,238,238,217,0,0,0,0,0,normal
17265,16789,73,53,8,46,47,0,1,1,9,88,96,0,430,430,409,0,0,0,0,0,normal
301641,239812,451,1504,8,1300,1329,10,4,11,29,779,361,0,1773,1773,1330,0,0,0,0,0,slowloris
2030611,214353,1815,153,0,49,43,0,0,1,1,467,212,0,542,542,285,0,0,0,0,0,normal
2233581,171095,1970,1346,5,1699,1667,0,5,6,12,314,208,0,2062,2062,1962,0,0,0,0,0,slowloris
1373914,153603,1324,999,11,446,375,0,8,2,7,138,79,0,438,438,339,0,0,0,0,0,normal
93268,64972,96,111,1,52,67,0,0,-3,0,92,91,0,141,141,137,0,0,0,0,0,normal
9599,7136,28,41,0,101,100,0,0,0,0,51,57,0,157,157,157,0,0,0,0,0,normal
200436,13927,207,167,0,84,88,0,1,0,0,48,48,0,129,129,131,0,0,0,0,0,normal
154425,17101,146,114,8,137,128,0,0,0,8,55,50,0,189,189,176,0,0,0,0,0,normal
1250839,129729,1200,423,18,213,211,0,0,2,16,848,269,0,1058,1058,470,0,0,0,0,0,normal
29153,23310,78,62,0,39,40,0,0,0,1,100,73,0,132,132,122,0,0,0,0,0,normal
8884,9411,51,57,0,47,53,0,1,1,1,99,45,0,90,90,82,0,0,0,0,0,normal
11711,10153,69,33,0,43,52,0,0,0,0,85,67,0,130,130,126,0,0,0,0,0,normal
11626,31437,70,79,0,72,72,0,1,1,1,79,76,0,126,126,124,0,0,0,0,0,normal
20437,26273,101,93,0,18,21,0,0,0,0,49,49,0,68,68,67,0,0,0,0,0,normal
5399,14721,42,52,0,42,49,0,3,0,2,47,55,0,166,166,167,0,0,0,0,0,normal
44734,43619,137,125,0,169,169,7,0,14,8,108,102,0,156,156,160,0,0,0,0,0,normal
16946,22331,61,61,0,213,219,3,0,3,5,66,65,0,136,136,133,0,0,0,0,0,normal
17115,10521,52,44,0,145,147,0,0,-1,1,63,61,0,119,119,113,0,0,0,0,0,normal
15269,17775,72,67,72,228,227,0,0,-21,68,67,63,0,196,196,190,0,0,0,0,0,normal
20970,12878,85,64,32,144,149,0,2,0,34,161,78,0,212,212,181,0,0,0,0,0,normal
50749,82170,175,171,16,113,118,0,0,-1,18,101,99,0,187,187,186,0,0,0,0,0,normal
40099,42463,132,113,4,39,41,0,0,0,4,101,97,0,126,126,119,0,0,0,0,0,normal
4473,2340,28,24,8,45,48,0,1,-1,8,45,45,0,80,80,83,0,0,0,0,0,normal
20046,22276,65,65,12,48,48,0,0,0,12,74,72,0,112,112,110,0,0,0,0,0,normal
90758,43197,143,136,0,315,319,0,0,2,2,61,60,0,532,532,515,0,0,0,0,0,normal
1289444,97447,1295,770,0,636,619,0,2,0,1,61,60,0,669,669,654,0,0,0,0,0,normal
1762079,59864,1468,564,8,517,513,0,0,0,8,71,67,0,449,449,444,0,0,0,0,0,normal
23289,14041,74,49,8,30,39,0,0,0,8,126,48,0,96,96,89,0,0,0,0,0,normal
5775,14684,36,35,0,219,231,5,2,11,6,101,103,0,142,142,146,0,0,0,0,0,normal
43213,55786,158,157,22,122,122,0,0,-11,20,105,103,0,152,152,148,0,0,0,0,0,normal
5178,3117,35,28,18,75,76,0,0,0,19,61,63,0,110,110,112,0,0,0,0,0,normal
12213,18628,60,63,8,39,43,0,1,0,8,52,49,0,82,82,85,0,0,0,0,0,normal
16564,50140,85,83,5,61,72,0,2,-2,4,136,76,0,136,136,116,0,0,0,0,0,normal
5501,4687,64,61,0,31,35,0,1,-6,0,66,66,0,106,106,108,0,0,0,0,0,normal
26295,31989,88,85,12,74,76,0,0,-1,13,90,82,0,154,154,149,0,0,0,0,0,normal
8620,8055,62,52,8,49,58,0,3,-1,8,137,65,0,155,155,138,0,0,0,0,0,normal
483727,54106,540,307,4,536,414,0,0,-1,4,70,61,0,771,771,644,0,0,0,0,0,normal
1245616,94683,1671,785,0,559,529,0,0,1,1,165,161,0,510,510,481,0,0,0,0,0,normal
517377,54200,73,79,4,49,54,0,2,-1,4,146,77,0,137,137,125,0,0,0,0,0,normal
10752,2137,56,21,4,48,53,0,2,0,4,81,57,0,105,105,100,0,0,0,0,0,normal
21904,39338,115,119,0,89,100,3,0,6,4,116,80,0,121,121,121,0,0,0,0,0,normal
15143,10902,69,55,18,98,95,0,2,-7,17,65,65,0,145,145,139,0,0,0,0,0,normal
31294,46061,124,117,8,219,222,6,1,5,20,125,114,0,470,470,437,0,0,0,0,0,normal
146059,221024,332,323,4,245,280,4,1,1,9,140,77,0,181,181,146,0,0,0,0,0,normal
11795,9251,62,39,0,20,20,0,1,0,0,64,50,0,77,77,72,0,0,0,0,0,normal
5510,8408,54,54,0,27,27,0,0,0,0,100,95,0,132,132,127,0,0,0,0,0,normal
16474,22406,89,85,0,38,39,0,0,0,0,75,74,0,100,100,101,0,0,0,0,0,normal
6539,10482,44,40,0,22,25,0,0,-2,0,59,63,0,84,84,88,0,0,0,0,0,normal
3504,7534,32,34,0,19,19,0,0,0,0,60,56,0,80,80,76,0,0,0,0,0,normal
6459,12329,59,47,0,35,34,0,0,0,0,60,60,0,96,96,91,0,0,0,0,0,normal
5280,6155,37,34,0,19,19,0,0,0,0,110,104,0,151,151,145,0,0,0,0,0,normal
27248,27374,103,113,4,60,61,0,0,0,5,65,57,0,109,109,105,0,0,0,0,0,normal
31718,21975,138,81,0,70,70,0,1,3,4,130,50,0,120,120,103,0,0,0,0,0,normal
3449,8012,38,30,0,33,29,0,0,0,0,103,95,0,134,134,122,0,0,0,0,0,normal
19902,21139,81,95,0,17,18,0,0,0,0,75,77,0,90,90,91,0,0,0,0,0,normal
15913,23137,73,51,0,23,26,0,1,0,0,74,76,0,100,100,104,0,0,0,0,0,normal
23774,20875,83,84,0,43,40,0,0,1,1,89,89,0,131,131,128,0,0,0,0,0,normal
2819,2453,31,24,0,24,23,0,1,0,0,62,62,0,87,87,87,0,0,0,0,0,normal
5700,10676,52,53,0,23,24,0,0,-1,0,51,51,0,71,71,67,0,0,0,0,0,normal
11991,14787,51,53,0,33,34,0,0,-1,1,97,96,0,139,139,142,0,0,0,0,0,normal
15409,14014,62,53,4,42,42,0,3,-4,5,71,55,0,109,109,99,0,0,0,0,0,normal
16969,14056,96,69,0,31,28,0,0,-2,0,108,59,0,79,79,70,0,0,0,0,0,normal
11833,46883,88,94,0,90,103,0,0,0,0,94,90,0,345,345,329,0,0,0,0,0,normal
939961,88335,1012,667,0,742,731,0,0,-1,1,359,188,0,1190,1190,997,0,0,0,0,0,normal
1568902,82876,1368,582,0,338,330,0,0,1,1,61,58,0,151,151,147,0,0,0,0,0,normal
8597,18832,63,54,0,24,23,0,0,0,0,71,72,0,97,97,94,0,0,0,0,0,normal
5138,9141,60,52,0,23,23,0,0,-1,0,53,52,0,82,82,81,0,0,0,0,0,normal
28708,28568,81,86,4,52,56,0,1,1,5,123,128,0,184,184,181,0,0,0,0,0,normal
434991,62977,453,192,0,22,24,0,0,0,0,486,175,0,433,433,197,0,0,0,0,0,normal
20942,28075,89,85,0,30,30,0,0,0,0,101,97,0,126,126,122,0,0,0,0,0,normal
9304,15415,45,44,0,32,34,0,0,0,0,82,82,0,115,115,116,0,0,0,0,0,normal
17515,24769,84,88,0,37,39,0,2,0,0,63,65,0,102,102,103,0,0,0,0,0,normal
5224,5785,45,34,0,19,19,0,0,0,0,72,68,0,83,83,78,0,0,0,0,0,normal
18564,14934,61,46,0,50,52,0,1,-1,1,142,75,0,145,145,132,0,0,0,0,0,normal
445574,63928,509,393,1,489,462,0,0,-3,0,60,48,0,671,671,634,0,0,0,0,0,normal
1063581,62658,1040,530,4,676,641,0,0,0,5,95,95,0,804,804,767,0,0,0,0,0,normal
1641086,66406,1403,522,0,239,234,0,0,0,0,134,60,0,128,128,113,0,0,0,0,0,normal
4349,3264,34,26,0,41,45,1,0,3,2,85,85,0,155,155,152,0,0,0,0,0,normal
25433,46157,117,115,0,115,122,1,1,2,2,71,72,0,91,91,92,0,0,0,0,0,normal
5444,15589,81,80,0,54,54,0,0,0,0,67,72,0,100,100,101,0,0,0,0,0,normal
22307,10648,54,43,0,66,65,0,0,0,0,58,54,0,103,103,98,0,0,0,0,0,normal
5881,2722,32,28,0,78,86,0,0,1,1,94,66,0,129,129,110,0,0,0,0,0,normal
24502,54961,120,116,0,60,60,0,0,-1,0,51,58,0,91,91,95,0,0,0,0,0,normal
14513,14812,61,57,0,122,123,3,0,6,5,110,103,0,222,222,212,0,0,0,0,0,normal
27074,23778,86,80,0,172,171,0,5,4,4,142,73,0,262,262,259,0,0,0,0,0,normal
1074511,63023,984,401,0,333,321,0,1,0,2,116,111,0,401,401,384,0,0,0,0,0,normal
219925,26900,227,196,0,185,189,0,0,-1,0,81,85,0,264,264,269,0,0,0,0,0,normal
233676,65953,353,300,0,265,275,0,0,0,0,90,91,0,465,465,416,0,0,0,0,0,normal
1038515,69639,895,556,0,970,850,0,0,0,0,84,75,0,1153,1153,1039,0,0,0,0,0,normal
2825362,100772,2357,1089,0,1080,1005,0,0,0,0,55,55,0,975,975,918,0,0,0,0,0,normal
895265,46729,751,438,0,379,366,0,0,-1,0,61,61,0,307,307,290,0,0,0,0,0,normal
327255,62915,372,319,18,348,340,1,1,-8,18,96,90,0,509,509,492,0,0,0,0,0,normal
302373,33041,317,241,4,599,588,7,1,14,11,169,99,0,322,322,296,0,0,0,0,0,normal
266329,17770,237,176,0,272,254,0,0,0,0,109,67,0,323,323,294,0,0,0,0,0,normal
295627,31634,313,245,0,275,263,0,0,0,2,58,58,0,275,275,255,0,0,0,0,0,normal
277099,26459,242,187,0,248,236,0,0,0,0,74,79,0,295,295,283,0,0,0,0,0,normal
227667,66227,236,302,0,267,270,0,2,0,1,118,121,0,357,357,339,0,0,0,0,0,normal
340530,47168,334,203,0,306,301,0,0,0,2,63,61,0,302,302,296,0,0,0,0,0,normal
275193,49972,294,244,28,323,320,0,0,-14,25,62,63,0,333,333,321,0,0,0,0,0,normal
284803,37087,262,215,32,302,290,0,0,0,32,88,90,0,332,332,320,0,0,0,0,0,normal
252373,16690,373,278,8,241,221,0,1,0,9,175,107,0,356,356,331,0,0,0,0,0,normal
425390,51668,312,257,8,257,249,0,0,0,9,95,93,0,317,317,296,0,0,0,0,0,normal
213008,43381,239,205,0,148,144,0,0,0,0,102,101,0,271,271,259,0,0,0,0,0,normal
776927,91473,808,575,8,662,642,0,0,1,9,65,64,0,882,882,841,0,0,0,0,0,normal
1542643,68059,1342,747,4,971,919,0,0,0,5,60,57,0,999,999,949,0,0,0,0,0,normal
2872306,107273,2307,1034,0,787,747,0,0,0,0,54,53,0,732,732,680,0,0,0,0,0,normal
290568,22492,244,184,0,203,183,0,0,0,0,66,67,0,229,229,214,0,0,0,0,0,normal
223415,13313,196,233,8,183,174,0,0,0,8,59,58,0,230,230,219,0,0,0,0,0,normal
370646,67793,351,195,4,178,169,0,0,0,4,156,89,0,280,280,255,0,0,0,0,0,normal
211923,31501,213,158,0,197,172,0,0,0,0,168,108,0,354,354,326,0,0,0,0,0,normal
380797,43585,405,319,0,219,217,0,2,0,1,163,95,0,289,289,264,0,0,0,0,0,normal
267587,46942,262,207,0,258,247,1,0,2,3,87,64,0,358,358,336,0,0,0,0,0,normal
410579,39752,372,303,0,360,337,1,1,1,1,65,65,0,275,275,260,0,0,0,0,0,normal
119099,19355,122,103,0,98,99,0,0,-5,1,68,73,0,106,106,100,0,0,0,0,0,normal
12984,22383,91,83,9,108,107,4,0,0,10,126,75,0,129,129,119,0,0,0,0,0,normal
15420,8209,150,138,0,486,498,4,0,9,8,83,84,0,290,290,288,0,0,0,0,0,normal
28192,68201,36,45,0,116,118,0,2,0,2,93,90,0,169,169,171,0,0,0,0,0,normal
34988,23400,120,96,0,105,104,0,1,-1,0,167,108,0,180,180,170,0,0,0,0,0,normal
18945,28455,114,107,0,97,98,0,0,0,0,76,72,0,125,125,120,0,0,0,0,0,normal
15610,21221,71,73,0,103,103,0,0,1,1,64,65,0,126,126,125,0,0,0,0,0,normal
3089,7858,49,48,0,87,88,0,0,0,0,68,70,0,112,112,111,0,0,0,0,0,normal
5018,3854,25,15,0,91,90,0,0,0,0,57,59,0,102,102,102,0,0,0,0,0,normal
8805,9126,28,28,3,127,132,0,0,3,4,77,80,0,184,184,186,0,0,0,0,0,normal
50488,62954,197,186,44,217,217,0,1,-12,42,107,77,0,323,323,303,0,0,0,0,0,normal
459657,43837,501,362,20,633,617,0,0,0,20,66,54,0,675,675,657,0,0,0,0,0,normal
1802655,112779,1625,730,8,609,604,0,0,0,8,190,125,0,918,918,896,0,0,0,0,0,normal
1878641,89439,1563,669,4,478,479,0,0,-3,5,88,77,0,254,254,248,0,0,0,0,0,normal
3450,9521,37,38,13,46,44,0,2,-2,8,59,61,0,90,90,90,0,0,0,0,0,normal
4639,3921,37,32,4,27,27,0,1,0,4,68,69,0,95,95,94,0,0,0,0,0,normal
6010,12269,57,53,0,29,30,0,1,0,0,58,57,0,97,97,98,0,0,0,0,0,normal
22122,40171,98,93,0,74,82,2,1,4,4,70,65,0,98,98,92,0,0,0,0,0,normal
7138,9374,31,29,12,172,171,1,3,-3,12,68,67,0,137,137,133,0,0,0,0,0,normal
14549,16603,56,77,12,49,49,0,0,-1,12,58,58,0,81,81,78,0,0,0,0,0,normal
10832,8204,57,11,4,21,23,0,0,0,4,120,46,0,104,104,98,0,0,0,0,0,normal
34558,36687,128,105,0,64,63,0,0,1,1,224,145,0,195,195,154,0,0,0,0,0,normal
35648,78809,175,155,0,79,81,0,0,1,1,75,69,0,213,213,201,0,0,0,0,0,normal
485091,46857,502,347,4,568,560,0,0,0,5,77,76,0,707,707,694,0,0,0,0,0,normal
1977956,87920,1764,803,0,663,645,0,0,0,0,67,69,0,873,873,854,0,0,0,0,0,normal
1820215,68862,1474,584,0,470,482,0,0,0,2,73,73,0,274,274,279,0,0,0,0,0,normal
14043,20731,88,68,0,18,20,0,0,0,0,122,56,0,88,88,76,0,0,0,0,0,normal
5164,3771,31,15,8,33,36,0,2,0,9,150,48,0,109,109,96,0,0,0,0,0,normal
23854,27015,132,91,0,86,87,3,1,6,3,162,81,0,123,123,118,0,0,0,0,0,normal
52976,72826,158,154,0,64,73,0,0,0,1,179,175,0,208,208,196,0,0,0,0,0,normal
4804,10967,56,52,0,33,34,0,0,0,0,62,51,0,99,99,96,0,0,0,0,0,normal
24304,18979,67,46,18,80,83,0,0,-6,16,130,70,0,122,122,111,0,0,0,0,0,normal
113717,103491,215,222,8,241,258,0,0,0,9,87,78,0,433,433,384,0,0,0,0,0,normal
779490,47070,811,446,0,608,576,0,0,0,0,115,112,0,721,721,711,0,0,0,0,0,normal
2363682,97962,2061,861,0,775,736,0,0,0,1,78,70,0,785,785,747,0,0,0,0,0,normal
687795,29411,540,261,12,118,124,0,1,0,12,48,48,0,84,84,86,0,0,0,0,0,normal
15935,26515,76,58,0,66,75,2,0,4,3,133,67,0,113,113,104,0,0,0,0,0,normal
10045,18406,68,62,0,123,123,0,0,0,0,112,112,0,125,125,124,0,0,0,0,0,normal
19984,27067,92,86,0,50,49,0,0,0,0,70,67,0,101,101,97,0,0,0,0,0,normal
10202,7366,52,50,12,82,83,1,0,-4,11,63,63,0,108,108,107,0,0,0,0,0,normal
3451,2081,75,73,8,59,71,0,0,0,8,58,57,0,107,107,93,0,0,0,0,0,normal
12633,49690,21,15,4,29,30,0,0,-1,4,65,71,0,108,108,112,0,0,0,0,0,normal
30679,26508,107,89,0,22,22,0,0,-1,0,229,87,0,126,126,95,0,0,0,0,0,normal
15021,8565,82,40,4,31,31,0,0,0,4,75,58,0,86,86,82,0,0,0,0,0,normal
4432,5492,31,28,4,32,33,0,0,-1,4,94,63,0,111,111,102,0,0,0,0,0,normal
18964,12507,86,55,0,38,37,0,0,1,1,124,74,0,109,109,96,0,0,0,0,0,normal
20424,27553,113,105,0,24,23,0,1,-1,0,96,95,0,124,124,121,0,0,0,0,0,normal
3217,19301,27,31,0,82,80,0,0,0,0,56,60,0,271,271,193,0,0,0,0,0,normal
873523,58807,923,493,0,603,497,0,0,0,0,51,52,0,649,649,607,0,0,0,0,0,normal
1336943,46059,1139,464,4,647,615,0,0,0,4,71,63,0,738,738,700,0,0,0,0,0,normal
1550836,70639,1289,508,0,216,216,0,0,0,0,130,111,0,191,191,187,0,0,0,0,0,normal
14880,28816,93,90,4,99,112,2,0,4,7,75,61,0,105,105,108,0,0,0,0,0,normal
4113,4041,14,16,0,111,114,0,0,1,1,127,81,0,106,106,106,0,0,0,0,0,normal
43389,45237,161,134,16,93,101,1,0,-5,16,129,108,0,165,165,158,0,0,0,0,0,normal
15008,18361,87,78,4,22,24,0,0,0,4,107,107,0,136,136,139,0,0,0,0,0,normal
7773,10087,42,107,4,76,87,0,0,0,5,61,60,0,128,128,111,0,0,0,0,0,normal
22008,56198,93,27,0,18,19,0,1,0,0,50,50,0,67,67,66,0,0,0,0,0,normal
2909,4645,26,23,4,22,22,0,0,0,4,53,53,0,74,74,72,0,0,0,0,0,normal
2946,1997,23,54,0,20,20,0,0,0,0,140,96,0,123,123,111,0,0,0,0,0,normal
31387,31131,126,64,4,39,39,0,0,1,5,102,66,0,112,112,103,0,0,0,0,0,normal
3812,5739,28,30,0,36,42,0,5,0,5,59,57,0,121,121,141,0,0,0,0,0,normal
32504,13645,107,125,0,68,73,0,4,4,0,137,62,0,114,114,101,0,0,0,0,0,normal
1087613,82880,954,818,4,815,816,0,1,-3,8,85,82,0,892,892,887,0,0,0,0,0,normal
20248,22604,85,70,0,31,47,0,1,0,0,140,74,0,185,185,181,0,0,0,0,0,normal
839938,98372,839,534,0,564,555,0,0,0,0,91,80,0,581,581,566,0,0,0,0,0,normal
287697,16727,287,125,0,26,28,0,1,0,0,59,58,0,79,79,77,0,0,0,0,0,normal
14044,13308,68,61,0,45,44,0,0,0,1,56,56,0,104,104,101,0,0,0,0,0,normal
14219,21332,58,60,0,27,26,0,0,0,0,83,85,0,137,137,135,0,0,0,0,0,normal
12679,37423,86,87,4,72,83,0,4,3,8,80,80,0,134,134,134,0,0,0,0,0,normal
86087,52938,121,108,0,63,61,0,0,1,2,126,63,0,137,137,129,0,0,0,0,0,normal
18320,15986,99,69,4,70,62,0,1,1,5,102,96,0,152,152,144,0,0,0,0,0,normal
26413,37163,132,118,0,24,27,0,0,0,0,113,111,0,137,137,130,0,0,0,0,0,normal
26799,21985,61,57,0,26,26,0,0,0,0,59,59,0,86,86,84,0,0,0,0,0,normal
4417,5520,33,30,0,24,25,0,0,-3,0,51,51,0,74,74,73,0,0,0,0,0,normal
3085,1434,19,21,0,10,10,0,1,0,0,47,47,0,59,59,57,0,0,0,0,0,normal
12687,16510,60,55,0,25,30,0,0,0,1,123,105,0,133,133,133,0,0,0,0,0,normal
28215,30088,87,69,4,31,35,0,0,0,4,115,61,0,96,96,93,0,0,0,0,0,normal
3703,1934,21,20,0,34,36,0,0,0,1,54,48,0,87,87,83,0,0,0,0,0,normal
41406,24709,107,79,4,37,37,0,0,1,5,161,104,0,156,156,150,0,0,0,0,0,normal
24908,18842,92,80,0,16,16,0,0,0,0,85,78,0,87,87,80,0,0,0,0,0,normal
8962,9520,40,34,0,23,26,0,0,0,0,90,92,0,109,109,113,0,0,0,0,0,normal
19157,24487,74,73,0,15,12,0,0,0,0,61,62,0,77,77,74,0,0,0,0,0,normal
3540,4648,23,21,0,12,14,0,0,0,0,52,52,0,65,65,63,0,0,0,0,0,normal
1647,4935,33,26,0,17,16,0,0,-1,0,54,54,0,75,75,73,0,0,0,0,0,normal
18948,20574,46,48,0,27,29,0,0,0,0,128,79,0,117,117,113,0,0,0,0,0,normal
18907,13161,75,46,4,27,28,0,1,0,4,110,71,0,96,96,90,0,0,0,0,0,normal
23228,42120,106,111,0,66,84,0,1,-1,3,148,69,0,171,171,166,0,0,0,0,0,normal
31065,43448,109,89,4,109,129,2,0,4,8,98,83,0,127,127,133,0,0,0,0,0,normal
19096,25174,82,86,12,158,161,1,2,-6,11,81,81,0,137,137,137,0,0,0,0,0,normal
30093,29883,68,66,8,52,55,0,0,0,9,62,60,0,93,93,93,0,0,0,0,0,normal
9444,12666,46,45,4,25,26,0,0,0,4,64,57,0,74,74,70,0,0,0,0,0,normal
12561,51581,68,62,0,74,73,0,0,2,2,84,79,0,162,162,136,0,0,0,0,0,normal
27499,35422,111,93,0,48,42,0,1,0,1,67,73,0,118,118,108,0,0,0,0,0,normal
18079,19150,55,48,8,30,31,0,1,0,8,94,59,0,83,83,79,0,0,0,0,0,normal
5189,74818,56,68,0,62,86,0,1,0,0,57,45,0,114,114,94,0,0,0,0,0,normal
12703,20868,76,54,4,39,38,0,1,0,4,116,53,0,101,101,87,0,0,0,0,0,normal
5425,2601,33,33,0,21,19,0,0,-1,0,65,67,1,97,97,98,0,1,1,0,0,normal
27170,31030,79,62,4,35,36,0,0,0,4,87,79,0,111,111,99,0,0,0,0,0,normal
12961,12916,44,34,0,29,28,0,0,0,0,54,46,0,72,72,70,0,0,0,0,0,normal
28181,34744,90,78,0,45,46,0,1,0,1,74,66,0,154,154,131,0,0,0,0,0,normal
9773,67795,77,87,0,68,81,0,1,0,0,51,51,0,109,109,116,0,0,0,0,0,normal
20988,32904,96,98,4,71,76,0,4,2,6,86,87,0,123,123,121,0,0,0,0,0,normal
15208,14602,53,32,0,14,13,0,0,0,0,159,47,0,77,77,58,0,0,0,0,0,normal
10970,8538,72,35,4,30,30,0,1,0,4,118,56,0,91,91,83,0,0,0,0,0,normal
19302,21499,65,61,0,47,48,0,0,0,0,69,66,0,128,128,124,0,0,0,0,0,normal
106246,51995,153,413,4,382,391,0,1,0,4,115,95,0,605,605,590,0,0,0,0,0,normal
1101288,69665,1075,269,0,245,248,0,0,0,0,123,55,0,179,179,168,0,0,0,0,0,normal
9522,17942,39,38,0,20,23,0,1,0,0,59,58,0,104,104,94,0,0,0,0,0,normal
304294,66627,318,267,0,492,447,0,0,-1,1,53,53,0,633,633,581,0,0,0,0,0,normal
1648072,82873,1591,756,4,650,643,0,0,0,4,80,76,0,781,781,768,0,0,0,0,0,normal
960925,50972,824,354,0,247,249,0,2,0,2,75,73,0,161,161,156,0,0,0,0,0,normal
38948,65010,150,126,4,59,66,0,0,-1,4,167,87,0,161,161,136,0,0,0,0,0,normal
10871,37133,380,332,0,343,345,0,0,1,1,195,60,0,596,596,561,0,0,0,0,0,normal
1357839,93475,1063,537,4,728,706,0,0,0,4,116,79,0,797,797,768,0,0,0,0,0,normal
2472918,87833,2035,822,0,588,584,0,0,0,0,143,57,0,503,503,484,0,0,0,0,0,normal
7187,17237,36,35,0,27,27,0,0,0,0,54,49,0,67,67,62,0,0,0,0,0,normal
37353,38203,58,64,0,19,22,0,0,0,0,79,79,0,101,101,101,0,0,0,0,0,normal
16233,20749,65,56,4,31,33,0,0,0,4,85,76,0,105,105,104,0,0,0,0,0,normal
11971,13537,41,30,0,13,13,0,0,0,0,59,62,0,74,74,75,0,0,0,0,0,normal
4784,5015,27,25,0,14,15,0,0,0,0,126,56,0,85,85,73,0,0,0,0,0,normal
10195,8711,67,34,4,29,26,0,0,-1,4,66,61,0,101,101,96,0,0,0,0,0,normal
14263,9707,44,44,4,48,56,0,0,1,5,71,70,0,102,102,105,0,0,0,0,0,normal
13419,21685,56,53,0,25,25,0,0,0,0,44,44,0,68,68,69,0,0,0,0,0,normal
11850,19310,52,47,0,61,61,3,0,6,3,61,65,0,93,93,90,0,0,0,0,0,normal
2520,2239,17,76,0,98,108,1,4,-1,2,69,63,0,117,117,120,0,0,0,0,0,normal
33599,70879,140,91,28,309,323,3,0,-8,28,83,84,0,504,504,499,0,0,0,0,0,normal
1157293,94210,1201,695,16,704,701,0,0,0,17,66,62,0,745,745,734,0,0,0,0,0,normal
2700585,139788,2259,948,8,814,798,0,0,1,9,117,51,0,715,715,672,0,0,0,0,0,normal
21975,19945,62,59,4,59,64,0,0,0,4,85,80,0,143,143,141,0,0,0,0,0,normal
13925,33188,79,82,4,115,124,6,0,12,11,54,55,0,117,117,118,0,0,0,0,0,normal
2618,3778,16,15,0,98,98,1,0,2,1,57,58,0,97,97,96,0,0,0,0,0,normal
17990,13540,48,48,28,145,147,0,1,-14,25,55,50,0,143,143,140,0,0,0,0,0,normal
14775,12388,73,34,32,87,84,0,0,0,32,129,57,0,117,117,100,0,0,0,0,0,normal
5671,8232,29,25,4,68,78,0,2,1,5,62,52,0,134,134,122,0,0,0,0,0,normal
28520,67804,108,111,12,51,50,0,0,0,12,79,82,0,112,112,122,0,0,0,0,0,normal
35618,28626,85,73,4,63,66,0,0,-1,7,159,98,0,151,151,137,0,0,0,0,0,normal
26127,16132,88,64,12,53,60,0,0,0,13,104,61,0,110,110,100,0,0,0,0,0,normal
21904,17765,93,54,4,47,47,0,0,0,5,174,65,0,123,123,108,0,0,0,0,0,normal
18176,19767,77,64,0,18,16,0,0,0,0,64,63,0,80,80,76,0,0,0,0,0,normal
2221,945,17,52,4,46,44,0,0,1,5,57,56,0,98,98,95,0,0,0,0,0,normal
13920,20314,67,13,4,25,25,0,0,0,4,58,46,0,79,79,78,0,0,0,0,0,normal
6528,9367,45,44,4,57,57,0,1,2,6,82,78,0,122,122,119,0,0,0,0,0,normal
285692,89992,384,319,2,268,272,0,0,-1,1,220,165,0,631,631,557,0,0,0,0,0,normal
771183,87539,1312,721,0,637,615,0,0,0,0,74,77,0,717,717,698,0,0,0,0,0,normal
2592772,68894,1681,655,4,671,646,0,0,1,5,127,48,0,597,597,556,0,0,0,0,0,normal
41086,20466,87,77,0,43,46,0,0,0,0,49,49,0,84,84,83,0,0,0,0,0,normal
16443,29199,49,53,4,31,34,0,0,0,4,69,82,0,88,88,103,0,0,0,0,0,normal
7528,2744,41,42,0,33,33,2,0,4,2,132,65,0,107,107,101,0,0,0,0,0,normal
33531,38600,107,94,0,92,105,3,0,3,6,88,88,0,237,237,237,0,0,0,0,0,normal
98530,36157,153,122,2,207,204,4,1,6,5,67,71,0,122,122,125,0,0,0,0,0,normal
10485,39959,137,124,36,179,184,2,2,-9,37,107,97,0,246,246,239,0,0,0,0,0,normal
52311,86870,157,152,0,281,295,5,0,11,7,154,95,0,307,307,282,0,0,0,0,0,normal
36472,15222,62,46,28,218,219,0,1,-14,25,101,84,0,192,192,187,0,0,0,0,0,normal
23626,20987,73,70,16,78,86,0,3,0,16,61,60,0,102,102,104,0,0,0,0,0,normal
19030,17302,83,59,4,31,33,0,0,0,4,107,47,0,88,88,79,0,0,0,0,0,normal
2352,4010,18,17,4,26,26,0,0,0,4,60,56,0,84,84,78,0,0,0,0,0,normal
9155,6182,27,24,0,16,15,0,1,0,0,49,51,0,60,60,64,0,0,0,0,0,normal
